ID,Name,Level,Alignment,Size,Traits,Perception,Languages,Skills,Str,Dex,Con,Int,Wis,Cha,AC,Fort,Ref,Will,HP,Resistances,Speed,Source
2434,Necromancer Troop,19,NE,Gargantuan,"Humanoid, Troop",+35,"Common, Kelish, Necril, Osiriani","Arcana +35, Athletics +37, Intimidation +33, Religion +35",+10,+5,+5,+8,+6,+6,29,+30,+30,+35,270 (16 squares),,25 feet,Pathfinder #186: Ghost King's Rage pg. 40
2435,Vice-Chancellor Vikroti Stroh,18,LE,Medium,Undead,+33;,"Abyssal, Common, Draconic, Infernal, Kelish, Necril, Osiriani","Academia Lore +35, Arcana +35, Crafting +35, Deception +31, Diplomacy +31, Intimidation +31, Religion +35, Society +35, Stealth +31",+4,+6,+5,+9,+9,+6,39,+27,+28,+36,245 (,physical 20 (except,25 feet,Pathfinder #186: Ghost King's Rage pg. 42
2440,Ghiono,18,LN,Medium,Shadow,+30;,"Aklo, Common, Kelish, Necril, Osiriani, Shae, Undercommon","Acrobatics +35, Deception +37, Diplomacy +35, Occultism +30, Religion +30, Shadow Plane Lore +30, Society +30, Stealth +35",+4,+9,+5,+6,+6,+9,41,+27,+33,+30,339,,"25 feet, fly 35 feet; swift steps, tenebral form",Pathfinder #186: Ghost King's Rage pg. 62
2441,"Chancellor Kemnebi, Cunning Vampiric Mastermind",21,LE,Medium,"Undead, Vampire","+39; , thoughtsense 100 feet","Ancient Osiriani, Common, Kelish, Necril, Osiriani, Vudrani, tongues","Acrobatics +35, Arcana +43, Athletics +33, Crafting +41, Deception +36, Diplomacy +36, Intimidation +36, Mechitar Lore +41, Nature +41, Occultism +41, Performance +37, Religion +43, Shadow Plane Lore +41, Society +41, Stealth +35",+6,+8,+7,+10,+10,+8,43,+34,+35,+41,350 (,,"40 feet, climb 40 feet",Pathfinder #186: Ghost King's Rage pg. 88
2442,"Matron Uldrula, Desperate Repository Manager",19,N,Medium,"Monitor, Psychopomp","+38; , 120 feet","Abyssal, Celestial, Infernal, Requian, tongues","Acrobatics +31, Boneyard Lore +37, Deception +35, Diplomacy +35, Intimidation +35, Legal Lore +33, Occultism +33, Religion +37, Society +33, Stealth +31",+6,+5,+6,+7,+10,+8,40,+31,+30,+35,275,,"25 feet, fly 40 feet",Pathfinder #186: Ghost King's Rage pg. 90
2443,Amelekana,4,N,Large,"Amphibious, Beast",+14; 100 feet,UNKNOWN,"Acrobatics +10, Athletics +10, Stealth +12, Survival +12",+5,+1,+4,-3,+4,+0,21,+14,+11,+14,72,,"20 feet, swim 20 feet",Pathfinder #187: The Seventh Arch pg. 84
2444,Desa-Desa,2,N,Small,Animal,+10;,UNKNOWN,"Acrobatics +8, Athletics +7, Stealth +9, Survival +8",+2,+5,+1,-4,+4,+1,18,+5,+11,+8,34,fire 4,"40 feet, climb 20 feet",Pathfinder #187: The Seventh Arch pg. 85
2445,Temagyr,1,CE,Medium,Fey,+9;,"Aklo, Sylvan, ; (can't speak any language)","Acrobatics +7, Athletics +7, Stealth +8",+2,+3,+2,-2,+3,+1,16,+8,+10,+5,25,,40 feet,Pathfinder #187: The Seventh Arch pg. 86
2446,Ocluai,3,CE,Medium,Fey,+12;,"Aklo, Common, Sylvan, ; (can't speak any language;, telepathy, 100 feet, images only)","Acrobatics +10, Deception +8, Intimidation +10, Nature +8, Stealth +10",+1,+4,+0,+2,+4,+1,18,+6,+12,+12,55,,fly 25 feet,Pathfinder #187: The Seventh Arch pg. 87
2447,Immolis,3,N,Medium,Beast,+12; heatsense 120 feet,"Immolis;, telepathy, 100 feet","Acrobatics +10, Athletics +10, Intimidation +9, Stealth +10, Survival +9",+3,+4,+0,-3,+3,+0,19,+6,+12,+9,50,,"40 feet, climb 40 feet",Pathfinder #187: The Seventh Arch pg. 88
2450,Kaneepo The Slim,4,CE,Medium,Fey,+14,"Common, Sylvan, telepathy, 100 feet","Arcana +10, First World Lore +10, Intimidation +12, Occultism +12, Stealth +12, Survival +8",+3,+5,+2,+2,+3,+4,20,+9,+14,+14,80,,30 feet,Pathfinder #187: The Seventh Arch pg. 83
2451,Oaksteward Enforcer,0,LN,Medium,"Human, Humanoid",+6,"Common, Druidic","Intimidation +5, Nature +6",+2,+4,+0,-2,+4,+0,16,+4,+6,+8,15,,25 feet,Pathfinder #187: The Seventh Arch pg. 14
2452,Leiko,4,N,Medium,Shadow,+10;,"Aklo, Auran, Common, Shae, Undercommon","Acrobatics +13, Deception +9, Occultism +11, Shadow Plane Lore +11, Stealth +13",+3,+5,+1,+3,+2,+3,21,+9,+11,+10,45,cold 5 negative 5,"25 feet, fly 35 feet; swift steps, tenebral form",Pathfinder #187: The Seventh Arch pg. 37
2453,The Looksee Man,4,NE,Medium,"Fetchling, Human, Shadow",+14;,"Aklo, Common, Draconic, D'ziriak, Shadowtongue, Sylvan","Acrobatics +10, Arcana +12, Crafting +12, Medicine +10, Nature +8, Occultism +12, Stealth +10",+0,+4,+2,+4,+3,-2,21,+11,+14,+14,70,,25 feet,Pathfinder #187: The Seventh Arch pg. 39
2454,Tree Fisher,3,N,Medium,Animal,+9;,UNKNOWN,"Athletics +12, Stealth +11",+4,+3,+3,-5,+1,-3,19,+10,+10,+8,45,,"15 feet, climb 15 feet",Pathfinder #187: The Seventh Arch pg. 45
2455,Quarry Construct,2,N,Medium,"Construct, Earth, Mindless",+8;,UNKNOWN,Athletics +9,+4,-2,+5,-5,+0,-5,18 (14 when broken construct armor),+11,+4,+4,23,,20 feet,Pathfinder #187: The Seventh Arch pg. 47
2456,Capstan Swabbie,7,N,Large,"Construct, Mindless",+12;,UNKNOWN,Athletics +17,+6,+2,+5,-5,+0,-5,25,+17,+12,+10,115,,20 feet,Pathfinder #188: They Watched the Stars pg. 84
2458,Glimmervine,4,N,Medium,"Mindless, Plant",+11; (precise) 60 feet,UNKNOWN,"Athletics +12, Stealth +12",+5,+0,+3,-5,+4,+1,21,+14,+8,+11,90,,10 feet,Pathfinder #188: They Watched the Stars pg. 86
2459,Kvernknurr,5,CE,Large,"Amphibious, Fey, Water",+12;,"Common, Jotun, Sylvan","Athletics +13, Intimidation +13, Stealth +10 (+12 in water)",+5,+2,+4,-1,+1,-2,22,+15,+12,+9,80,,30 feet,Pathfinder #188: They Watched the Stars pg. 87
2460,Myroga,6,NE,Large,Dragon,"+17; , ley line sense (imprecise) 1 mile, (imprecise) 30 feet","Aklo, Draconic","Acrobatics +15, Athletics +14, Intimidation +15, Occultism +14",+4,+3,+4,+2,+2,+5,24,+16,+15,+14,120,physical 5 (while within 500 feet of a ley line),"20 feet, fly 50 feet",Pathfinder #188: They Watched the Stars pg. 88
2461,Skin Beetle,3,N,Tiny,Animal,+9;,UNKNOWN,"Acrobatics +10, Medicine +9, Stealth +10",+1,+4,+2,-5,+2,-2,18,+9,+13,+7,55,,"20 feet, burrow 15 feet, fly 15 feet",Pathfinder #188: They Watched the Stars pg. 89
2462,Skin Beetle Swarm,8,N,Large,"Animal, Swarm",+16;,UNKNOWN,"Acrobatics +18, Stealth +18",+2,+6,+4,-5,+3,-2,26,+16,+20,+13,125,bludgeoning 5 piercing 8 slashing 8,"20 feet, burrow 15 feet, fly 15 feet",Pathfinder #188: They Watched the Stars pg. 89
2463,Nimble Guide,3,N,Tiny,"Beast, Incorporeal, Spirit",+12;,"Common, Sylvan, tongues","Acrobatics +13, Stealth +10, Survival +9, Thievery +10",+0,+4,+0,+2,+2,+2,19,+6,+12,+9,50,all damage 4 (except,"30 feet, climb 30 feet",Pathfinder #188: They Watched the Stars pg. 90
2464,Sage Guide,5,N,Small,"Beast, Incorporeal, Spirit",+15;,"Common, Sylvan, tongues","Acrobatics +12, Diplomacy +13, Nature +14, Survival +12",+0,+3,+0,+2,+5,+2,22,+9,+12,+15,75,all damage 5 (except,"10 feet, fly 40 feet",Pathfinder #188: They Watched the Stars pg. 91
2465,Apothecary's Cabinet,6,N,Large,"Construct, Mindless",+11;,UNKNOWN,Athletics +15,+6,-3,+5,-5,+0,-5,24 (20 when broken),+17,+11,+11; construct armor,80,,15 feet,Pathfinder #188: They Watched the Stars pg. 14
2477,Vargouille,2,NE,Small,"Beast, Fiend",+11;,Infernal,"Acrobatics +8, Stealth +8",+3,+4,+4,-2,+3,-1,18,+10,+8,+7,30,,fly 25 feet,Pathfinder #157: Devil at the Dreaming Palace pg. 35
2478,Grick,3,N,Medium,Aberration,"+12; , (imprecise) 30 feet","Aklo, ; (can't speak any language)","Acrobatics +11, Athletics +10, Stealth +10 (+14 in rocky terrain), Survival +8",+3,+4,+1,-3,+3,-1,19,+10,+11,+12,40,physical 3 (double resistance vs. non-,"30 feet, climb 20 feet",Pathfinder #157: Devil at the Dreaming Palace pg. 35
2481,Pickled Punk,1,NE,Tiny,Undead,+8;,Common,"Acrobatics +7, Athletics +5, Stealth +7",+2,+4,+3,-3,+0,-3,16,+8,+9,+3,20,,20 feet,Pathfinder #157: Devil at the Dreaming Palace pg. 59
2482,Shredskin,2,NE,Tiny,Undead,+11;,"Common, ; (can't speak any language)","Acrobatics +10, Athletics +8, Deception +8, Stealth +8",+2,+4,+0,-1,+0,+2,18,+6,+10,+8,30,,fly 30 feet,Pathfinder #157: Devil at the Dreaming Palace pg. 60
2489,Frefferth,9,LE,Medium,Undead,+18; 60 feet,"Common, Necril","Athletics +21, Intimidation +23, Stealth +16, Survival +17",+6,+3,+3,+3,+4,+6,30,+14,+16,+19,125 (,,20 feet,Pathfinder #158: Sixty Feet Under pg. 35
2490,Tyrroicese,10,NE,Large,"Construct, Ooze","+16; motion sense 60 feet, no vision",Aklo,"Athletics +23, Dark Tapestry Lore +15, Religion +18",+7,+2,+5,-3,+3,+4,27,+21,+14,+19,320,evil 10,15 feet,Pathfinder #158: Sixty Feet Under pg. 40
2491,Ofalth Zombie,7,NE,Large,"Aberration, Mindless, Undead, Zombie",+15;,UNKNOWN,Athletics +20,+7,+3,+6,-5,+0,+2,22,+18,+11,+13,190 (,,30 feet,Pathfinder #158: Sixty Feet Under pg. 47
2497,Blackfrost Zombie,6,NE,Medium,"Cold, Mindless, Undead, Zombie",+10;,UNKNOWN,Athletics +15,+5,+2,+4,-5,+0,+0,23,+16,+12,+8,120 (,,20 feet; ice climb 20 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 80
2498,Blackfrost Prophet,9,NE,Large,"Cold, Undead","+21; , (imprecise) 30 feet","Erutaki, Jotun, telepathy, 100 feet","Athletics +21, Intimidation +18, Stealth +17 (+21 in forests and snow)",+6,+4,+5,+2,+4,+1,28,+20,+18,+18,180 (,,30 feet; ice climb 30 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 81
2499,Crownbound Constellation,8,LN,Huge,Astral,+19;,Aklo,"Acrobatics +16, Athletics +21, Lamashtu Lore +14, Star Lore +16, Stealth +16",+7,+4,+6,+4,+3,+3,30,+19,+16,+13,98,bludgeoning 5 piercing 8 slashing 8,40 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 82
2500,Dreamscraper,7,NE,Large,"Aberration, Dream",+15;,"Aklo, telepathy, 100 feet","Acrobatics +17, Athletics +13, Deception +13, Stealth +17 (+19 against sleeping creatures), Thievery +15",+2,+6,+4,+2,+4,+2,24,+12,+18,+15; +1 status to all saves vs.,115,,"20 feet, fly 40 feet;",Pathfinder #189: Dreamers of the Nameless Spires pg. 83
2501,Elder Thing,5,LN,Medium,"Aberration, Amphibious",+14;,"Aklo, Common, Elder Thing, Mi-Go, Yithian","Acrobatics +11, Arcana +14, Astronomy Lore +14, Athletics +13, Crafting +12, Medicine +12, Occultism +14, Survival +12, Thievery +11 (+13 to, Disable a Device )",+4,+2,+4,+5,+3,+3,21,+15,+9,+12,90,,"25 feet, fly 20 feet, swim 30 feet",Pathfinder #189: Dreamers of the Nameless Spires pg. 84
2502,Elder Thing Researcher,10,LN,Medium,"Aberration, Amphibious",+21;,"Aklo, Common, Elder Thing, Mi-Go, Yithian","Acrobatics +17, Arcana +21, Athletics +19, Crafting +21, Medicine +21, Occultism +23, Survival +19, Thievery +19 (+21 to, Disable a Device )",+5,+3,+5,+7,+5,+3,29,+19,+17,+21,218,,"25 feet, fly 20 feet, swim 30 feet",Pathfinder #189: Dreamers of the Nameless Spires pg. 85
2503,Mindmoppet,5,LN,Tiny,Ooze,"+12; mindsense (precise) 120 feet, no vision","Common, ; one other language;, telepathy, 100 feet","Acrobatics +13, Crafting +14, Deception +11, Intimidation +11, Medicine +10, Occultism +14, Society +14, Stealth +13, Thievery +13",+2,+4,+2,+5,+3,+2,21,+9,+12,+15; +1 status to all saves vs.,75,slashing 5,fly 40 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 86
2504,Yaiafineti,8,N,Large,"Mindless, Plant","+16; pheromones (precise) 20 feet, (imprecise) 120 feet, no vision",pheromones,"Athletics +18, Stealth +7 (+9 in tundra)",+6,-5,+6,-5,+3,+0,24,+19,+11,+13,170,,"10 feet, climb 10 feet",Pathfinder #189: Dreamers of the Nameless Spires pg. 87
2506,Ogmunzorius,11,NE,Large,"Dream, Incorporeal",+21;,"Aklo, Common, Varisian, telepathy, 100 feet","Acrobatics +22, Deception +21, Intimidation +21, Occultism +23, Stealth +22",-5,+5,+4,+4,+4,+6,28,+19,+21,+22; +1 status to all saves vs.,145,all 10 (except,fly 40 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 16
2507,The Guest,7,CN,Medium,"Aberration, Humanoid",+15;,UNKNOWN,"Acrobatics +14, Athletics +17",+4,+3,+4,-4,+2,+0,24,+17,+14,+13; +1 circumstance vs.,130,bludgeoning 10,25 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 23
2509,Blackfrost Guecubu,8,CE,Medium,"Cold, Earth, Undead","+15; , (imprecise) 60 feet",Necril,"Acrobatics +16, Athletics +18, Intimidation +15, Stealth +16",+6,+4,+3,+4,+3,+3,27,+17,+16,+15,110 (,,"25 feet, burrow 15 feet; tundra glide",Pathfinder #189: Dreamers of the Nameless Spires pg. 31
2510,Ilakni,11,CE,Medium,"Aberration, Humanoid",+22;,"Common, Elven, Erutaki, Jotun","Acrobatics +22, Athletics +23, Occultism +22",+6,+5,+3,+7,+5,+0,30,+18,+22,+22; +1 circumstance vs.,195,slashing 10,"25 feet, burrow 25 feet (through blackfrost ice only)",Pathfinder #189: Dreamers of the Nameless Spires pg. 35
2511,Equendia,11,NE,Medium,"Cold, Mummy, Undead",+21;,"Common, Dwarven, Elven, Hallit, Necril, Skald","Arcana +20, Astronomy Lore +20, Athletics +22, Deception +22, Occultism +22, Survival +21",+7,+4,+5,+5,+4,+7,31,+22,+21,+21,175 (,,20 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 52
2512,Ancient Tupilaq,11,N,Medium,Construct,+22;,UNKNOWN,Athletics +24,+7,+5,+5,-5,+5,-5,32,+22,+20,+18,145,,"40 feet, swim 40 feet",Pathfinder #189: Dreamers of the Nameless Spires pg. 56
2514,"Ainamuuren, Corrupted Victim Of Osoyo",12,NE,Large,"Cold, Humanoid","+23; , (imprecise) 30 feet","Aklo, Common, Elven, Erutaki, Jotun","Athletics +25, Stealth +22",+7,+4,+5,+0,+5,+0,32,+23,+22,+23; +1 status bonus to saves against good and,215,,35 feet,Pathfinder #189: Dreamers of the Nameless Spires pg. 88
2516,Bhanyada Scavenger,8,NE,Small,Aberration,+17;,"Aklo, ; (can't speak any language)","Athletics +17, Stealth +18, Survival +17",+5,+4,+3,-3,+3,-1,26,+15,+18,+15,150,bludgeoning 10,"25 feet, climb 25 feet",Pathfinder #190: The Choosing pg. 84
2517,Bhanyada Swarm,11,NE,Large,"Aberration, Swarm",+20;,"Aklo, ; (can't speak any language)","Acrobatics +22, Stealth +22, Survival +18",+4,+5,+6,-1,+3,+0,30,+21,+22,+18,175,physical 10,"25 feet, burrow 20 feet",Pathfinder #190: The Choosing pg. 85
2518,Bhanyada Behemoth,12,NE,Huge,Aberration,+23;,"Aklo, ; (can't speak any language)","Athletics +23, Survival +21",+7,+2,+5,-3,+5,-1,31,+25,+20,+23,250,bludgeoning 10,40 feet,Pathfinder #190: The Choosing pg. 85
2519,Ferrugon (Rust Devil),12,LE,Medium,"Devil, Fiend",+22;,"Celestial, Common, Draconic, Infernal, Terran, telepathy, 100 feet","Athletics +25, Crafting +22, Deception +21, Intimidation +23, Religion +22, Stealth +23, Thievery +25",+7,+5,+6,+4,+4,+5,33,+24,+20,+21; +1 status to all saves vs.,190,physical 10 (except,"25 feet, fly 40 feet",Pathfinder #190: The Choosing pg. 86
2521,Hurlilu,11,CE,Large,"Fiend, Lilu","+21; , (imprecise) 120 feet","Abyssal, Auran, Common, telepathy, 100 feet","Acrobatics +24, Athletics +20, Intimidation +22, Religion +21, Stealth +24",+5,+7,+4,+3,+4,+5,32,+19,+24,+21,170,physical 10 (except,"25 feet, fly 60 feet",Pathfinder #190: The Choosing pg. 88
2522,Oppali,10,N,Large,Plant,"+19; , soundsense (precise) 60 feet",UNKNOWN,"Acrobatics +21, Athletics +19, Stealth +21 (+23 in forests or jungles)",+5,+7,+3,-4,+3,-1,30,+19,+21,+17,175,,20 feet,Pathfinder #190: The Choosing pg. 89
2523,Ghalzarokh (Tyranny Demon),15,CE,Large,"Demon, Fiend","+28; , (imprecise) 60 feet,","Abyssal, Celestial, Draconic, telepathy, 100 feet","Acrobatics +26, Athletics +27, Intimidation +30, Religion +28, Stealth +24",+6,+3,+6,+4,+5,+7,36,+29,+24,+26; +1 status to all saves vs.,330,,"25 feet, fly 40 feet",Pathfinder #191: The Destiny War pg. 80
2524,Katpaskir (Nihilism Demon),18,CE,Medium,"Demon, Fiend","+31; , , warp sense","Abyssal, Aklo, Celestial, Common, Draconic, telepathy, 100 feet","Acrobatics +31, Arcana +35, Deception +31, Occultism +33, Religion +32, Stealth +31, Thievery +31",+6,+5,+9,+7,+6,+5,41,+35,+29,+30; +1 status to all saves vs.,415,,"35 feet, burrow 15 feet, fly 35 feet",Pathfinder #191: The Destiny War pg. 81
2525,Demonic Rabble,13,CE,Gargantuan,"Demon, Fiend, Troop",+23;,"Abyssal, Celestial, Draconic, telepathy, 100 feet","Athletics +25, Intimidation +25",+6,+4,+5,+0,+4,+4,33,+25,+21,+21; +1 status to all saves vs.,260 (16 squares),,25 feet,Pathfinder #191: The Destiny War pg. 82
2526,Wrath Riot,16,CE,Gargantuan,"Demon, Fiend, Troop",+28;,"Abyssal, Celestial, Draconic, telepathy, 100 feet","Acrobatics +29, Intimidation +30",+8,+5,+6,+5,+6,+6,39,+30,+27,+26; +1 status to all saves vs.,300 (16 squares),,"25 feet, fly 35 feet",Pathfinder #191: The Destiny War pg. 83
2527,Derhii,5,N,Large,Humanoid,"+12; , (imprecise) 30 feet","Auran, Common","Acrobatics +11, Athletics +13, Survival +11",+5,+2,+3,+0,+2,+0,21,+13,+11,+11,80,,"25 feet, climb 25 feet, fly 35 feet",Pathfinder #191: The Destiny War pg. 84
2528,Hadi,15,NE,Gargantuan,"Humanoid, Ratfolk, Troop",+25;,"Common, Daemonic, ; ratspeak","Athletics +27 (+29 to, Climb or, Swim ), Stealth +29",+6,+8,+6,+4,+4,+2,37,+27,+29,+23,270 (16 squares),,"25 feet, climb 10 feet",Pathfinder #191: The Destiny War pg. 85
2529,Ephialtes,16,LE,Huge,"Fiend, Velstrac","+30; , painsight,","Common, Infernal, Shadowtongue","Athletics +31, Deception +30, Intimidation +32, Medicine +30, Religion +30, Survival +28, Torture Lore +29",+9,+5,+6,+5,+6,+6,39,+30,+25,+28; +1 status to all saves vs. magic,299 regeneration 20 (deactivated by good or,,"25 feet, fly 25 feet",Pathfinder #191: The Destiny War pg. 86
2530,Vincuvicar,18,LE,Medium,"Fiend, Velstrac","+32; , painsight,","Common, Infernal, Shadowtongue, telepathy, 100 feet","Acrobatics +31, Athletics +35, Crafting +29, Deception +32, Intimidation +34, Medicine +32, Religion +30, Stealth +31, Survival +30, Torture Lore +31",+9,+6,+6,+5,+6,+6,42,+32,+28,+30; +1 status to all saves vs.,333 regeneration 25 (deactivated by good or,,25 feet,Pathfinder #191: The Destiny War pg. 87
2531,Sand Wolf,5,N,Large,"Air, Beast, Earth","+14; , (imprecise) 30 feet","Auran, Terran, ; (can't speak any language)","Athletics +12, Performance +13, Stealth +11 (+13 in deserts), Survival +12",+5,+4,+2,-2,+2,+3,21,+12,+15,+9,92,,"30 feet, burrow 20 feet, fly 20 feet",The Enmity Cycle pg. 62
2532,Scrapborn,5,NE,Medium,"Aberration, Aquatic",+10;,"Aquan, Common","Athletics +12, Intimidation +12, Stealth +11 (+15 in sewers and scrapyards)",+5,+4,+3,+0,+1,-2,22,+14,+11,+9,81,,"25 feet, swim 30 feet",The Enmity Cycle pg. 63
2538,Mechanical Assistant,5,N,Medium,"Construct, Minion",+12,"Osiriani, Taldane","Acrobatics +12, Athletics +12, Poetry Lore +3",+5,+5,+4,-4,+3,+0,22,+13,+14,+12,42,,25,The Enmity Cycle pg. 34
2539,Kyem and Daleesha,6,NE,Small,,+15;,"Celestial, Common, Draconic, Infernal, speak with animals, tongues","Acrobatics +12, Arcana +15, Deception +14, Medicine +11, Nirvana Lore +15, Performance +16, Religion +13, Society +13, Stealth +12",+2,+4,+4,+5,+3,+6,24,+12,+14,+15,105,,30 feet,The Enmity Cycle pg. 40
2541,Seddek,8,NE,Medium,"Elemental, Genie",+15;,"Auran, Daemonic, Osiriani, Taldane","Acrobatics +11, Arcana +13, Crafting +11, Deception +14, Survival +15",+6,+3,+4,+1,+1,+5,23,+17,+14,+11,115,,"20 feet, fly 15 feet",The Enmity Cycle pg. 42
2542,Zridi,8,NE,Medium,"Div, Fiend",+16;,"Daemonic, Osiriani, telepathy, 100 feet","Acrobatics +15, Arcana +14, Deception +21, Diplomacy +21, Intimidation +17, Religion +14, Society +14, Stealth +17",+3,+5,+3,+3,+4,+7,26,+13,+17,+18; +1 status to all saves vs.,125,,"25 feet, fly 35 feet",The Enmity Cycle pg. 49
2548,Kannijo,13,NE,Medium,"Undead, Vampire","+23; breathsense (precise) 60 feet,","Aklo, Common, Necril, Tien","Acrobatics +23, Athletics +23, Deception +25, Intimidation +25, Nature +23, Occultism +25, Stealth +25",+4,+6,+3,+4,+4,+6,34,+20,+25,+23,180 (,physical 10 (except,"15 feet, swim 15 feet; rigor mortis",Pathfinder #190: The Choosing pg. 39
2552,Harpy Warbird,11,CE,Medium,Humanoid,+20;,Common,"Acrobatics +21, Athletics +20, Intimidation +22, Performance +24",+5,+5,+3,+0,+3,+5,30,+18,+22,+20,200,,"20 feet, fly 60 feet",Pathfinder #190: The Choosing pg. 53
2553,Queen Kawlinawk,13,NE,Medium,Humanoid,+23;,Common,"Acrobatics +24, Athletics +25, Deception +26, Intimidation +26, Performance +26",+6,+5,+4,+0,+4,+7,34,+21,+25,+23,240,,"20 feet, fly 60 feet",Pathfinder #190: The Choosing pg. 55
2557,Fate's Prophet,14,CE,Medium,"Demon, Fiend","+25; ,","Abyssal, Celestial, Common, Draconic, Elven, Gnomish, Varisian, telepathy, 100 feet,, tongues","Abyss Lore +25, Acrobatics +25, Deception +30, Diplomacy +28, Intimidation +28, Religion +25, Stealth +25 (+27 to, Conceal an Object ), Thievery +25 (+27 to, Palm an Object or, Steal )",+4,+5,+4,+5,+5,+8,35,+24,+25,+27; +1 status to all saves vs.,255,,"25 feet, fly 35 feet",Pathfinder #191: The Destiny War pg. 9
2558,Demongate Colossus,14,CE,Gargantuan,Construct,+24;,Abyssal,"Abyss Lore +27, Arcana +25, Athletics +26, Occultism +25",+8,+5,+4,+5,+4,+0,35,+27,+25,+22,240,,"30 feet, fly 30 feet",Pathfinder #191: The Destiny War pg. 12
2559,The Shadow Prince,11,CE,Large,"Illusion, Mental",+18;,"telepathy, 100 feet, universal language","Deception +22, Intimidation +24, Occultism +21, Society +21, Stealth +20",+4,+5,+4,+2,+3,+7,30,+21,+22,+18,200,,"30 feet, fly 30 feet",Pathfinder #191: The Destiny War pg. 13
2560,Crystal Sentinel,13,N,Large,"Construct, Golem, Mindless",+19;,UNKNOWN,"Acrobatics +23, Athletics +27, Stealth +23",+8,+4,+5,-5,+0,-5,34,+24,+22,+18,235,physical 15 (except,25 feet,Pathfinder #191: The Destiny War pg. 23
2561,Trexima Butoi,16,NE,Medium,Undead,+26;,"Aklo, Common, Daemonic, Draconic, Mwangi, Necril, Osiriani, Undercommon","Arcana +31, Crafting +29 (can craft magic items), Deception +29, Intimidation +27, Nature +27, Stealth +27",+0,+5,+4,+7,+5,+5,37,+25,+28,+30; +1 status to all saves vs.,290 (,,25 feet,Pathfinder #191: The Destiny War pg. 28
2562,Quoppopak Mummy,13,NE,Large,"Mummy, Undead",+24;,UNKNOWN,"Athletics +27 (+30 to, Escape )",+8,+2,+6,-2,+5,+0,32,+26,+21,+24,260 (,,"10 feet, swim 35 feet, water glide 25 feet",Pathfinder #191: The Destiny War pg. 34
2563,Markish Aghayarea,15,NE,Large,Undead,"+29; , , , (imprecise) 60 feet","Abyssal, Aquan, Common, Necril, Shadowtongue","Arcana +29, Athletics +28 (+32 to, Swim ), Deception +28, Intimidation +30, Occultism +29, Society +27, Stealth +29",+7,+4,+5,+6,+4,+5,37,+28,+25,+27; +1 status to all saves vs.,250 (,,"30 feet, fly 30 feet, swim 40 feet",Pathfinder #191: The Destiny War pg. 37
2564,Xiuli Cachu,13,CE,Medium,Humanoid,+25;,"Abyssal, Undercommon","Acrobatics +24, Athletics +23 (+25, Climbing ), Religion +27, Stealth +24, Survival +25",+4,+5,+5,+2,+6,+5,34,+24,+22,+25; +2 status to all saves vs.,235,,"30 feet, climb 20 feet",Pathfinder #191: The Destiny War pg. 40
2565,Crystalline Sentinel,11,N,Medium,"Earth, Elemental","+20; , (imprecise) 60 feet","Common, Draconic, Terran","Athletics +22, Geology Lore +19, Stealth +22, Survival +22",+7,+3,+5,+0,+5,+0,30,+22,+18,+22,195,,"20 feet, burrow 20 feet; earth glide",Pathfinder #191: The Destiny War pg. 42
2566,Arzuu,13,NE,Large,"Earth, Elemental","+24; , (imprecise) 60 feet","Common, Draconic, Terran","Athletics +26, Geology Lore +25, Stealth +24, Survival +24",+7,+5,+6,+4,+5,+6,34,+25,+24,+22,240,,"20 feet, burrow 20 feet; earth glide",Pathfinder #191: The Destiny War pg. 42
2567,Vehanezhad,18,LE,Gargantuan,"Dragon, Earth, Elemental","+32; , (imprecise) 60 feet, (imprecise) 60 feet","Auran, Common, Draconic, Infernal, Jotun, Mwangi, Terran","Acrobatics +32, Arcana +32, Deception +34, Diplomacy +34, Intimidation +34, Society +32, Stealth +32, Survival +30",+9,+6,+7,+6,+6,+8,42,+33,+30,+30; +1 status to all saves vs.,335,,"60 feet, burrow 40 feet, fly 140 feet",Pathfinder #191: The Destiny War pg. 44
2568,Voricose,15,LE,Large,"Fiend, Velstrac","+28; , painsight","Common, Infernal, Jotun, Shadowtongue","Athletics +31, Brewing Lore +24, Crafting +24 (+28 sculpting flesh), Intimidation +28, Medicine +30, Religion +24, Torture Lore +26",+7,+4,+6,+3,+7,+6,37,+27,+25,+28; +1 status to all saves vs.,275 regeneration 20 (deactivated by good or,,40 feet,Pathfinder #191: The Destiny War pg. 52
2569,Ticktock,16,LE,Small,"Fiend, Velstrac","+27; echolocation 120 feet, no vision, painsense","Common, Infernal, Shadowtongue","Acrobatics +32, Athletics +30, Crafting +31, Thievery +30, Torture Lore +29",+6,+8,+6,+5,+3,+0,40,+28,+30,+25; +1 status to all saves vs.,275 regeneration 15 (deactivated by good or,,"25 feet, climb 25 feet",Pathfinder #191: The Destiny War pg. 53
